id,name,age,salary,hire_date,department,bonus,address,phone,email,address_length,salary_category
47,Name_783,28.0,60000.0,2019-07-01,Marketing,5145.0,"Street 73, City 23",2708299602.0,email_749@example.com,18,medium
48,Name_190,72.0,50000.0,2023-04-05,IT,7831.0,"Street 17, City 27",8473076411.0,email_351@example.com,18,low
49,Name_958,60.0,70000.0,2019-09-26,Marketing,8005.0,"Street 43, City 32",6195473850.0,email_722@example.com,18,medium
50,Name_687,34.0,50000.0,2021-12-15,Unknown,7612.0,,,,3,low
51,Name_958,53.0,70000.0,2019-01-28,Marketing,2696.0,"Street 42, City 49",6628581794.0,email_4@example.com,18,medium
52,Name_563,30.0,50000.0,2016-01-01,HR,8563.0,"Street 28, City 30",1949370265.0,email_38@example.com,18,low
53,Name_876,24.0,60000.0,,HR,4726.0,"Street 26, City 12",4206492950.0,email_447@example.com,18,medium
54,Name_567,33.0,60000.0,2022-11-01,Unknown,6294.0,,,,3,medium
55,Name_244,50.0,60000.0,2018-08-15,IT,5325.0,"Street 58, City 21",8333760974.0,email_71@example.com,18,medium
56,Name_832,62.0,60000.0,2016-06-06,Marketing,6121.0,"Street 1, City 12",9590207419.0,email_604@example.com,17,medium
57,Name_505,18.0,60000.0,2024-01-16,Marketing,1690.0,"Street 1, City 10",5421934239.0,email_205@example.com,17,medium
58,Name_131,28.0,70000.0,2021-04-13,Unknown,6995.0,,,,3,medium
59,Name_485,23.0,60000.0,2017-03-01,Finance,6978.0,"Street 70, City 37",9149421941.0,email_542@example.com,18,medium
60,Name_819,37.0,60000.0,,Finance,5631.0,"Street 82, City 36",9803441765.0,email_324@example.com,18,medium
61,Name_647,52.0,50000.0,2025-07-25,IT,4072.0,"Street 49, City 1",9605857548.0,email_479@example.com,17,low
62,Name_21,61.0,60000.0,2021-10-19,Marketing,4697.0,"Street 70, City 10",6655124208.0,email_823@example.com,18,medium
63,Name_841,54.0,50000.0,2025-07-22,Marketing,7067.0,"Street 52, City 5",2483135361.0,email_861@example.com,17,low
64,Name_167,58.0,70000.0,2021-05-26,Marketing,8806.0,"Street 13, City 46",9337153294.0,email_142@example.com,18,medium
65,Name_274,43.0,60000.0,2023-06-19,HR,,"Street 17, City 6",4530813942.0,email_997@example.com,17,medium
66,Name_388,75.0,50000.0,2021-02-22,Finance,4890.0,"Street 7, City 43",1608257186.0,email_947@example.com,17,low
67,Name_601,29.0,70000.0,2019-04-08,Unknown,8510.0,"Street 83, City 13",1348471650.0,email_606@example.com,18,medium
68,Name_316,79.0,60000.0,2017-11-02,HR,6991.0,"Street 64, City 25",7194567228.0,email_378@example.com,18,medium
69,Name_14,47.0,60000.0,2021-11-01,HR,5065.0,"Street 59, City 26",1818252938.0,email_151@example.com,18,medium
70,Name_242,45.0,70000.0,2023-04-12,Finance,2477.0,"Street 99, City 34",4594850310.0,email_573@example.com,18,medium
71,Name_777,44.0,60000.0,2023-12-30,Marketing,4408.0,"Street 75, City 23",4765122325.0,email_13@example.com,18,medium
72,Name_346,59.0,70000.0,2022-05-16,IT,9667.0,"Street 36, City 7",4457610755.0,email_164@example.com,17,medium
73,Name_565,36.0,60000.0,2022-12-16,Unknown,7747.0,"Street 13, City 26",4809823039.0,email_401@example.com,18,medium
74,Name_898,22.0,50000.0,2018-05-07,Finance,6082.0,"Street 73, City 1",1135369040.0,email_295@example.com,17,low
75,Name_340,75.0,50000.0,2016-10-04,IT,9700.0,"Street 9, City 25",4203026691.0,email_725@example.com,17,low
76,Name_92,22.0,50000.0,,Finance,9564.0,"Street 38, City 49",5663434275.0,email_74@example.com,18,low
77,Name_367,58.0,50000.0,2019-09-03,Finance,6176.0,"Street 63, City 7",6886619641.0,email_992@example.com,17,low
78,Name_956,44.0,70000.0,2016-09-23,Finance,8825.0,"Street 40, City 40",7162472200.0,email_972@example.com,18,medium
79,Name_455,45.0,50000.0,2024-10-11,Finance,8667.0,,,,3,low
80,Name_428,43.0,50000.0,2020-06-11,Marketing,7454.0,"Street 76, City 3",4049616227.0,email_485@example.com,17,low
81,Name_509,44.0,70000.0,2023-05-16,HR,8233.0,"Street 58, City 28",8074058339.0,email_783@example.com,18,medium
82,Name_776,69.0,70000.0,2019-09-01,Finance,7430.0,"Street 41, City 39",6547661905.0,email_207@example.com,18,medium
83,Name_943,66.0,60000.0,2018-05-20,IT,4724.0,"Street 70, City 3",6433132057.0,email_185@example.com,17,medium
84,Name_35,59.0,70000.0,2023-06-29,IT,6235.0,"Street 54, City 10",5965982372.0,email_238@example.com,18,medium
85,Name_206,38.0,60000.0,2024-03-21,IT,1568.0,"Street 22, City 14",6144034126.0,email_810@example.com,18,medium
86,Name_81,18.0,60000.0,2022-08-25,HR,3288.0,"Street 30, City 37",5047501433.0,email_587@example.com,18,medium
87,Name_932,71.0,60000.0,2022-10-02,HR,4587.0,"Street 48, City 47",1072200226.0,email_361@example.com,18,medium
88,Name_562,45.0,50000.0,2018-10-10,IT,3833.0,"Street 100, City 28",7443633896.0,email_50@example.com,19,low
89,Name_872,65.0,50000.0,2024-04-17,Marketing,3284.0,"Street 26, City 46",5887804826.0,email_355@example.com,18,low
90,Name_388,75.0,60000.0,2025-02-08,HR,6668.0,"Street 73, City 4",3255494503.0,email_160@example.com,17,medium
91,Name_2,75.0,50000.0,,HR,,"Street 55, City 44",8544151448.0,email_812@example.com,18,low
92,Name_390,32.0,70000.0,2024-03-05,Marketing,,"Street 50, City 36",9068165290.0,email_422@example.com,18,medium
93,Name_566,72.0,60000.0,2016-12-17,Finance,8892.0,"Street 28, City 42",5095734354.0,email_582@example.com,18,medium
94,Name_106,34.0,50000.0,2019-10-15,HR,4537.0,"Street 56, City 12",4401909369.0,email_458@example.com,18,low
95,Name_772,43.0,60000.0,2024-02-09,IT,7551.0,"Street 91, City 14",1404941976.0,email_649@example.com,18,medium
96,Name_822,37.0,70000.0,2016-08-26,IT,8559.0,"Street 61, City 2",8904310333.0,email_479@example.com,17,medium
97,Name_477,42.0,60000.0,2018-04-04,Marketing,3200.0,,,,3,medium
98,Name_703,30.0,60000.0,2021-08-27,IT,6935.0,"Street 19, City 30",8542941795.0,email_53@example.com,18,medium
99,Name_402,50.0,60000.0,2018-01-18,Unknown,9809.0,"Street 45, City 35",2523106509.0,email_33@example.com,18,medium
100,Name_730,42.0,60000.0,2021-01-06,IT,9100.0,"Street 77, City 6",4871865859.0,email_421@example.com,17,medium
101,Name_556,25.0,60000.0,2020-07-29,Marketing,6684.0,"Street 84, City 5",8814442835.0,email_1@example.com,17,medium
102,Name_162,22.0,50000.0,2024-10-30,Marketing,7705.0,"Street 73, City 31",9727375069.0,email_535@example.com,18,low
103,Name_202,23.0,50000.0,2017-06-06,Marketing,2569.0,"Street 11, City 29",5922846617.0,email_683@example.com,18,low
104,Name_958,40.0,50000.0,2025-11-17,Unknown,9917.0,"Street 15, City 29",4639884492.0,email_460@example.com,18,low
105,Name_996,69.0,60000.0,2022-11-18,HR,8089.0,"Street 44, City 23",8818272653.0,email_508@example.com,18,medium
106,Name_270,47.0,60000.0,2019-11-07,Finance,1229.0,"Street 91, City 5",6491571906.0,email_744@example.com,17,medium
107,Name_863,31.0,50000.0,2022-03-03,IT,1366.0,"Street 18, City 46",1502492189.0,email_285@example.com,18,low
108,Name_816,71.0,60000.0,2016-11-18,HR,4020.0,"Street 97, City 48",6183718402.0,email_8@example.com,18,medium
109,Name_271,40.0,70000.0,2021-06-28,Marketing,9829.0,"Street 56, City 6",1939203375.0,email_515@example.com,17,medium
110,Name_456,28.0,70000.0,2024-06-05,HR,3862.0,"Street 98, City 45",7277657457.0,email_346@example.com,18,medium
111,Name_462,48.0,70000.0,2020-07-01,HR,4810.0,"Street 38, City 9",5292055479.0,email_739@example.com,17,medium
112,Name_727,23.0,60000.0,2023-11-09,Unknown,6011.0,,,,3,medium
113,Name_252,28.0,60000.0,2022-01-02,Marketing,7338.0,"Street 64, City 49",5603986698.0,email_319@example.com,18,medium
114,Name_702,30.0,50000.0,2020-11-13,Marketing,6440.0,"Street 1, City 8",1142116520.0,email_871@example.com,16,low
115,Name_296,29.0,70000.0,2023-09-13,IT,,"Street 10, City 29",1050393885.0,email_104@example.com,18,medium
116,Name_725,48.0,60000.0,2020-05-05,IT,1000.0,"Street 41, City 5",1386590301.0,email_372@example.com,17,medium
117,Name_720,19.0,60000.0,2017-06-19,IT,2335.0,"Street 80, City 33",9666390234.0,email_506@example.com,18,medium
118,Name_749,70.0,60000.0,2019-10-05,IT,4999.0,"Street 3, City 38",4476318825.0,email_560@example.com,17,medium
119,Name_338,52.0,60000.0,2019-08-21,HR,1755.0,"Street 10, City 50",2084359986.0,email_578@example.com,18,medium
120,Name_879,72.0,50000.0,2020-03-21,HR,7620.0,"Street 9, City 28",5160389012.0,email_873@example.com,17,low
121,Name_53,53.0,50000.0,2025-03-08,IT,4616.0,"Street 73, City 11",4273510366.0,email_854@example.com,18,low
122,Name_792,34.0,60000.0,,IT,7603.0,"Street 19, City 27",8853144694.0,email_618@example.com,18,medium
123,Name_922,45.0,60000.0,2023-04-02,IT,6699.0,"Street 42, City 45",8059878807.0,email_347@example.com,18,medium
124,Name_217,45.0,60000.0,2024-08-02,Finance,7519.0,"Street 89, City 50",6147608926.0,email_223@example.com,18,medium
125,Name_764,39.0,60000.0,2020-03-24,IT,9896.0,"Street 51, City 43",3990818133.0,email_920@example.com,18,medium
126,Name_188,55.0,70000.0,,Finance,4517.0,"Street 99, City 36",5030539719.0,email_194@example.com,18,medium
127,Name_380,24.0,60000.0,2024-03-27,IT,3472.0,"Street 58, City 2",7699472933.0,email_655@example.com,17,medium
128,Name_493,48.0,60000.0,2025-06-01,Marketing,6397.0,"Street 87, City 30",6355068621.0,email_949@example.com,18,medium
129,Name_41,49.0,50000.0,2023-06-21,Unknown,8878.0,"Street 30, City 32",5707641456.0,email_517@example.com,18,low
130,Name_157,28.0,60000.0,2020-07-06,HR,,"Street 39, City 19",9338091527.0,email_350@example.com,18,medium
131,Name_15,41.0,50000.0,2021-08-15,Marketing,1970.0,"Street 68, City 10",5247792172.0,email_977@example.com,18,low
132,Name_813,20.0,50000.0,2022-08-23,Unknown,2992.0,"Street 95, City 47",4502247786.0,email_177@example.com,18,low
133,Name_65,47.0,50000.0,2021-12-31,Finance,4654.0,"Street 40, City 21",5599368365.0,email_143@example.com,18,low
134,Name_857,23.0,60000.0,2023-09-20,HR,6081.0,"Street 22, City 32",4962460120.0,email_37@example.com,18,medium
135,Name_839,75.0,60000.0,,Finance,5199.0,,,,3,medium
136,Name_521,19.0,60000.0,,Finance,5226.0,"Street 91, City 8",6332461978.0,email_682@example.com,17,medium
137,Name_344,78.0,60000.0,2020-12-30,HR,4205.0,"Street 60, City 47",2990237020.0,email_833@example.com,18,medium
138,Name_129,31.0,70000.0,2020-05-27,Unknown,1114.0,"Street 72, City 33",3891461804.0,email_493@example.com,18,medium
139,Name_648,58.0,70000.0,2023-07-10,HR,2804.0,"Street 6, City 24",5648817315.0,email_739@example.com,17,medium
140,Name_472,35.0,70000.0,,IT,3929.0,"Street 5, City 30",3465589095.0,email_802@example.com,17,medium
141,Name_63,68.0,60000.0,2018-03-08,Finance,8942.0,"Street 25, City 44",1230206274.0,email_877@example.com,18,medium
142,Name_139,61.0,60000.0,2023-10-28,IT,4414.0,"Street 64, City 45",2554515986.0,email_762@example.com,18,medium
143,Name_499,48.0,70000.0,2024-09-16,HR,9548.0,"Street 5, City 8",1494161701.0,email_178@example.com,16,medium
144,Name_593,30.0,60000.0,2025-09-21,HR,9345.0,"Street 62, City 28",4661406599.0,email_937@example.com,18,medium
145,Name_392,43.0,50000.0,2018-05-09,Unknown,9170.0,"Street 86, City 23",4823084285.0,email_221@example.com,18,low
146,Name_675,61.0,60000.0,2021-08-14,Finance,,"Street 67, City 14",1177719391.0,email_364@example.com,18,medium
147,Name_419,29.0,60000.0,2022-06-21,Marketing,,"Street 82, City 33",6721282447.0,email_646@example.com,18,medium
148,Name_289,48.0,60000.0,2025-07-28,HR,7780.0,"Street 15, City 10",6369066734.0,email_805@example.com,18,medium
149,Name_379,26.0,60000.0,2021-09-11,Marketing,9819.0,"Street 22, City 22",1507690107.0,email_475@example.com,18,medium
150,Name_773,66.0,50000.0,2024-06-16,Finance,9015.0,"Street 34, City 36",3137468819.0,email_356@example.com,18,low
151,Name_490,38.0,50000.0,2021-08-20,IT,7377.0,"Street 97, City 46",6492377866.0,email_384@example.com,18,low
152,Name_231,65.0,50000.0,2024-01-16,Finance,1463.0,"Street 99, City 46",9304223290.0,email_625@example.com,18,low
153,Name_41,66.0,60000.0,2021-01-05,Unknown,8513.0,"Street 54, City 4",2833795419.0,email_798@example.com,17,medium
154,Name_28,70.0,60000.0,2025-03-16,Marketing,8431.0,"Street 20, City 32",6157730744.0,email_136@example.com,18,medium
155,Name_135,73.0,70000.0,2025-09-18,Marketing,3972.0,"Street 86, City 8",6574711206.0,email_401@example.com,17,medium
156,Name_201,57.0,60000.0,2017-03-20,IT,6402.0,"Street 69, City 45",4394697117.0,email_952@example.com,18,medium
157,Name_840,60.0,60000.0,2016-07-18,IT,3503.0,"Street 81, City 21",5620656183.0,email_279@example.com,18,medium
158,Name_780,41.0,60000.0,2024-05-24,HR,1906.0,,,,3,medium
159,Name_930,51.0,50000.0,,Finance,6662.0,"Street 56, City 29",3738287856.0,email_313@example.com,18,low
160,Name_33,25.0,70000.0,2024-05-25,Unknown,6875.0,"Street 65, City 39",3251171593.0,email_626@example.com,18,medium
161,Name_48,61.0,50000.0,2018-03-05,HR,8753.0,,,,3,low
162,Name_503,70.0,50000.0,2024-09-01,Finance,5788.0,"Street 59, City 47",3152321163.0,email_254@example.com,18,low
163,Name_407,50.0,50000.0,2025-07-21,IT,6858.0,"Street 93, City 22",4983413131.0,email_315@example.com,18,low
164,Name_574,40.0,70000.0,,Unknown,2463.0,"Street 81, City 49",1047899479.0,email_896@example.com,18,medium
165,Name_728,48.0,70000.0,2018-01-27,IT,2880.0,"Street 95, City 15",5478356581.0,email_208@example.com,18,medium
166,Name_805,71.0,50000.0,2021-02-18,IT,1585.0,"Street 4, City 3",2895589934.0,email_856@example.com,16,low
167,Name_99,70.0,70000.0,2018-05-20,Marketing,2759.0,"Street 55, City 8",8756267705.0,email_668@example.com,17,medium
168,Name_684,66.0,60000.0,2016-07-24,Finance,1955.0,"Street 37, City 1",6784874822.0,email_354@example.com,17,medium
169,Name_872,31.0,70000.0,,HR,1421.0,"Street 4, City 19",5173957660.0,email_755@example.com,17,medium
170,Name_726,31.0,50000.0,2016-11-15,Marketing,3071.0,"Street 88, City 48",4855740208.0,email_965@example.com,18,low
171,Name_987,33.0,50000.0,2025-03-30,Finance,8310.0,"Street 57, City 27",4013987786.0,email_456@example.com,18,low
172,Name_547,66.0,60000.0,2016-05-06,Finance,,"Street 18, City 1",8541526511.0,email_303@example.com,17,medium
173,Name_961,55.0,60000.0,2023-04-20,Finance,3367.0,"Street 4, City 21",9875852465.0,email_528@example.com,17,medium
174,Name_739,75.0,50000.0,2024-05-22,Unknown,9617.0,,,,3,low
175,Name_613,77.0,60000.0,2019-09-05,Marketing,4254.0,"Street 45, City 25",6487318593.0,email_947@example.com,18,medium
176,Name_943,56.0,60000.0,2018-10-18,HR,9360.0,"Street 82, City 28",7953126448.0,email_246@example.com,18,medium
177,Name_462,43.0,50000.0,2025-03-24,Marketing,1855.0,"Street 77, City 41",2050015282.0,email_571@example.com,18,low
178,Name_643,43.0,60000.0,2016-09-22,IT,7885.0,,,,3,medium
179,Name_769,18.0,60000.0,2018-04-26,Finance,1263.0,"Street 25, City 41",8660393562.0,email_27@example.com,18,medium
180,Name_5,49.0,50000.0,2017-05-14,IT,5652.0,"Street 60, City 5",9807364667.0,email_303@example.com,17,low
181,Name_218,74.0,70000.0,2021-01-11,Marketing,9737.0,"Street 94, City 45",9776163881.0,email_161@example.com,18,medium
182,Name_503,32.0,60000.0,2017-11-12,HR,,"Street 3, City 5",8159498194.0,email_770@example.com,16,medium
183,Name_767,69.0,70000.0,2019-10-22,IT,5486.0,"Street 16, City 36",1383291795.0,email_59@example.com,18,medium
184,Name_398,38.0,50000.0,2023-12-15,IT,6848.0,"Street 17, City 13",6727005318.0,email_829@example.com,18,low
185,Name_871,35.0,50000.0,2020-06-06,Unknown,1975.0,"Street 49, City 11",9464724798.0,email_882@example.com,18,low
186,Name_795,47.0,60000.0,2017-01-29,Marketing,8620.0,"Street 4, City 44",7130086558.0,email_846@example.com,17,medium
187,Name_393,77.0,60000.0,2018-11-21,IT,,"Street 47, City 48",4991556026.0,email_970@example.com,18,medium
188,Name_207,75.0,60000.0,2020-03-06,Marketing,1306.0,"Street 49, City 27",8872997287.0,email_471@example.com,18,medium
189,Name_15,30.0,60000.0,2024-03-25,HR,5073.0,,,,3,medium
190,Name_858,41.0,70000.0,2024-06-30,IT,2808.0,"Street 85, City 27",5293248991.0,email_634@example.com,18,medium
191,Name_554,47.0,60000.0,2016-06-10,HR,8162.0,"Street 54, City 14",2403816129.0,email_241@example.com,18,medium
192,Name_892,19.0,70000.0,2025-10-28,IT,3492.0,"Street 82, City 29",3678850703.0,email_74@example.com,18,medium
193,Name_461,48.0,50000.0,,Finance,3442.0,"Street 92, City 22",3187134964.0,email_828@example.com,18,low
194,Name_691,64.0,70000.0,2022-03-10,Unknown,,,,,3,medium
195,Name_575,61.0,70000.0,2022-10-06,Unknown,4744.0,"Street 68, City 28",3894597213.0,email_720@example.com,18,medium
196,Name_864,48.0,70000.0,2019-01-28,Unknown,1662.0,"Street 11, City 49",7957370679.0,email_220@example.com,18,medium
197,Name_743,42.0,60000.0,2024-10-28,HR,5559.0,"Street 93, City 42",2327942683.0,email_841@example.com,18,medium
198,Name_241,67.0,60000.0,2016-06-04,Marketing,1104.0,"Street 35, City 3",6277850994.0,email_74@example.com,17,medium
199,Name_564,31.0,70000.0,,Unknown,5629.0,"Street 5, City 16",6195650679.0,email_998@example.com,17,medium
200,Name_96,23.0,60000.0,2016-11-14,IT,1394.0,"Street 4, City 23",5437978664.0,email_238@example.com,17,medium
201,Name_900,29.0,60000.0,2016-03-21,IT,9469.0,"Street 39, City 27",9534385516.0,email_295@example.com,18,medium
202,Name_734,37.0,60000.0,2019-07-18,Finance,9337.0,"Street 89, City 19",1353098547.0,email_360@example.com,18,medium
203,Name_485,40.0,60000.0,2022-10-15,HR,4680.0,"Street 16, City 3",3590619772.0,email_513@example.com,17,medium
204,Name_407,47.0,50000.0,2020-10-16,IT,7957.0,"Street 37, City 10",2681500019.0,email_93@example.com,18,low
205,Name_231,47.0,50000.0,2025-04-20,IT,4866.0,"Street 11, City 30",3893331995.0,email_265@example.com,18,low
206,Name_749,55.0,50000.0,2022-05-11,Finance,4439.0,"Street 29, City 2",2334940426.0,email_175@example.com,17,low
207,Name_655,75.0,60000.0,,Finance,8679.0,"Street 39, City 5",7536556293.0,email_261@example.com,17,medium
208,Name_171,47.0,60000.0,2023-07-25,Marketing,1115.0,"Street 97, City 3",1697678781.0,email_588@example.com,17,medium
209,Name_541,58.0,50000.0,2019-10-23,Marketing,3970.0,"Street 23, City 26",1450478786.0,email_473@example.com,18,low
210,Name_36,47.0,70000.0,2016-06-20,Marketing,1587.0,"Street 86, City 26",1531097106.0,email_167@example.com,18,medium
211,Name_525,74.0,60000.0,2021-07-07,IT,,"Street 66, City 28",3308760276.0,email_403@example.com,18,medium
212,Name_160,75.0,50000.0,2024-08-01,Finance,8887.0,"Street 30, City 43",8823671759.0,email_307@example.com,18,low
213,Name_839,53.0,60000.0,2021-06-28,HR,9031.0,"Street 88, City 21",2600748193.0,email_973@example.com,18,medium
214,Name_699,66.0,50000.0,2025-05-04,Marketing,5827.0,"Street 66, City 50",1689810589.0,email_89@example.com,18,low
215,Name_243,51.0,70000.0,2021-02-24,Unknown,2172.0,"Street 52, City 34",2623411401.0,email_887@example.com,18,medium
216,Name_86,33.0,60000.0,2021-12-18,IT,8950.0,"Street 71, City 33",6300683102.0,email_850@example.com,18,medium
217,Name_796,41.0,50000.0,2018-01-16,HR,8725.0,"Street 91, City 17",9618219402.0,email_22@example.com,18,low
218,Name_578,31.0,50000.0,2023-09-04,IT,6591.0,"Street 96, City 44",6366690167.0,email_843@example.com,18,low
219,Name_682,43.0,60000.0,2021-10-16,Marketing,1891.0,"Street 58, City 45",2692627095.0,email_916@example.com,18,medium
220,Name_557,25.0,70000.0,2019-06-21,IT,8068.0,"Street 2, City 12",6917149565.0,email_651@example.com,17,medium
221,Name_574,31.0,50000.0,2024-06-22,Marketing,5688.0,"Street 14, City 14",7327873515.0,email_860@example.com,18,low
222,Name_953,48.0,50000.0,2017-02-04,IT,7079.0,"Street 49, City 35",6727011052.0,email_743@example.com,18,low
223,Name_646,19.0,60000.0,,Marketing,4738.0,"Street 100, City 48",5529498364.0,email_686@example.com,19,medium
224,Name_796,65.0,60000.0,2020-02-13,Finance,1505.0,"Street 85, City 38",5693861451.0,email_33@example.com,18,medium
225,Name_28,21.0,60000.0,2021-05-01,Finance,3282.0,"Street 59, City 8",9685011831.0,email_511@example.com,17,medium
226,Name_620,18.0,60000.0,2023-05-08,Finance,6324.0,"Street 20, City 5",7221623814.0,email_32@example.com,17,medium
227,Name_556,72.0,60000.0,2019-10-07,Finance,8440.0,"Street 64, City 6",8315570037.0,email_97@example.com,17,medium
228,Name_340,37.0,50000.0,2023-06-29,Finance,4158.0,"Street 84, City 43",6629828188.0,email_470@example.com,18,low
229,Name_798,76.0,70000.0,2021-05-21,Unknown,4380.0,"Street 83, City 7",5682576824.0,email_7@example.com,17,medium
230,Name_958,31.0,60000.0,2018-03-01,IT,7710.0,"Street 92, City 30",2022030226.0,email_897@example.com,18,medium
231,Name_331,57.0,50000.0,2021-02-21,Finance,8648.0,"Street 41, City 47",1644081455.0,email_16@example.com,18,low
232,Name_640,42.0,60000.0,2023-06-22,Unknown,,"Street 18, City 25",6353005108.0,email_850@example.com,18,medium
233,Name_506,77.0,70000.0,2019-10-28,Unknown,5205.0,"Street 2, City 23",3842630135.0,email_635@example.com,17,medium
234,Name_348,42.0,50000.0,2017-08-26,IT,1892.0,"Street 86, City 23",2738635684.0,email_528@example.com,18,low
235,Name_473,20.0,50000.0,2024-09-14,IT,5776.0,"Street 17, City 15",4846827282.0,email_825@example.com,18,low
