id,name,age,salary,hire_date,profile,department,bonus
81,Name_509,44.0,70000,2023-05-16,"{""address"": ""Street 58, City 28"", ""phone"": ""8074058339"", ""email"": ""email_783@example.com""}",HR,8233.0
82,Name_776,69.0,70000,2019-09-01,"{""address"": ""Street 41, City 39"", ""phone"": ""6547661905"", ""email"": ""email_207@example.com""}",Finance,7430.0
83,Name_943,66.0,60000,2018-05-20,"{""address"": ""Street 70, City 3"", ""phone"": ""6433132057"", ""email"": ""email_185@example.com""}",IT,4724.0
84,Name_35,59.0,70000,2023-06-29,"{""address"": ""Street 54, City 10"", ""phone"": ""5965982372"", ""email"": ""email_238@example.com""}",IT,6235.0
85,Name_206,38.0,,2024-03-21,"{""address"": ""Street 22, City 14"", ""phone"": ""6144034126"", ""email"": ""email_810@example.com""}",IT,1568.0
86,Name_81,18.0,60000,2022-08-25,"{""address"": ""Street 30, City 37"", ""phone"": ""5047501433"", ""email"": ""email_587@example.com""}",HR,3288.0
87,Name_932,71.0,60000,2022-10-02,"{""address"": ""Street 48, City 47"", ""phone"": ""1072200226"", ""email"": ""email_361@example.com""}",HR,4587.0
88,Name_562,45.0,50000,2018-10-10,"{""address"": ""Street 100, City 28"", ""phone"": ""7443633896"", ""email"": ""email_50@example.com""}",IT,3833.0
89,Name_872,65.0,50000,2024-04-17,"{""address"": ""Street 26, City 46"", ""phone"": ""5887804826"", ""email"": ""email_355@example.com""}",Marketing,3284.0
90,Name_388,75.0,,2025-02-08,"{""address"": ""Street 73, City 4"", ""phone"": ""3255494503"", ""email"": ""email_160@example.com""}",HR,6668.0
91,Name_2,75.0,50000,,"{""address"": ""Street 55, City 44"", ""phone"": ""8544151448"", ""email"": ""email_812@example.com""}",HR,
92,Name_390,32.0,70000,2024-03-05,"{""address"": ""Street 50, City 36"", ""phone"": ""9068165290"", ""email"": ""email_422@example.com""}",Marketing,
93,Name_566,72.0,,2016-12-17,"{""address"": ""Street 28, City 42"", ""phone"": ""5095734354"", ""email"": ""email_582@example.com""}",Finance,8892.0
94,Name_106,34.0,50000,2019-10-15,"{""address"": ""Street 56, City 12"", ""phone"": ""4401909369"", ""email"": ""email_458@example.com""}",HR,4537.0
95,Name_772,43.0,,2024-02-09,"{""address"": ""Street 91, City 14"", ""phone"": ""1404941976"", ""email"": ""email_649@example.com""}",IT,7551.0
96,Name_822,37.0,70000,2016-08-26,"{""address"": ""Street 61, City 2"", ""phone"": ""8904310333"", ""email"": ""email_479@example.com""}",IT,8559.0
97,Name_477,42.0,60000,2018-04-04,,Marketing,3200.0
98,Name_703,30.0,,2021-08-27,"{""address"": ""Street 19, City 30"", ""phone"": ""8542941795"", ""email"": ""email_53@example.com""}",IT,6935.0
99,Name_402,50.0,,2018-01-18,"{""address"": ""Street 45, City 35"", ""phone"": ""2523106509"", ""email"": ""email_33@example.com""}",,9809.0
100,Name_730,42.0,60000,2021-01-06,"{""address"": ""Street 77, City 6"", ""phone"": ""4871865859"", ""email"": ""email_421@example.com""}",IT,9100.0
101,Name_556,25.0,,2020-07-29,"{""address"": ""Street 84, City 5"", ""phone"": ""8814442835"", ""email"": ""email_1@example.com""}",Marketing,6684.0
102,Name_162,22.0,50000,2024-10-30,"{""address"": ""Street 73, City 31"", ""phone"": ""9727375069"", ""email"": ""email_535@example.com""}",Marketing,7705.0
103,Name_202,23.0,50000,2017-06-06,"{""address"": ""Street 11, City 29"", ""phone"": ""5922846617"", ""email"": ""email_683@example.com""}",Marketing,2569.0
104,Name_958,40.0,50000,2025-11-17,"{""address"": ""Street 15, City 29"", ""phone"": ""4639884492"", ""email"": ""email_460@example.com""}",,9917.0
105,Name_996,69.0,,2022-11-18,"{""address"": ""Street 44, City 23"", ""phone"": ""8818272653"", ""email"": ""email_508@example.com""}",HR,8089.0
106,Name_270,47.0,60000,2019-11-07,"{""address"": ""Street 91, City 5"", ""phone"": ""6491571906"", ""email"": ""email_744@example.com""}",Finance,1229.0
107,Name_863,31.0,50000,2022-03-03,"{""address"": ""Street 18, City 46"", ""phone"": ""1502492189"", ""email"": ""email_285@example.com""}",IT,1366.0
108,Name_816,71.0,60000,2016-11-18,"{""address"": ""Street 97, City 48"", ""phone"": ""6183718402"", ""email"": ""email_8@example.com""}",HR,4020.0
109,Name_271,40.0,70000,2021-06-28,"{""address"": ""Street 56, City 6"", ""phone"": ""1939203375"", ""email"": ""email_515@example.com""}",Marketing,9829.0
110,Name_456,28.0,70000,2024-06-05,"{""address"": ""Street 98, City 45"", ""phone"": ""7277657457"", ""email"": ""email_346@example.com""}",HR,3862.0
111,Name_462,48.0,70000,2020-07-01,"{""address"": ""Street 38, City 9"", ""phone"": ""5292055479"", ""email"": ""email_739@example.com""}",HR,4810.0
112,Name_727,23.0,,2023-11-09,,,6011.0
113,Name_252,28.0,,2022-01-02,"{""address"": ""Street 64, City 49"", ""phone"": ""5603986698"", ""email"": ""email_319@example.com""}",Marketing,7338.0
114,Name_702,30.0,50000,2020-11-13,"{""address"": ""Street 1, City 8"", ""phone"": ""1142116520"", ""email"": ""email_871@example.com""}",Marketing,6440.0
115,Name_296,29.0,70000,2023-09-13,"{""address"": ""Street 10, City 29"", ""phone"": ""1050393885"", ""email"": ""email_104@example.com""}",IT,
116,Name_725,,60000,2020-05-05,"{""address"": ""Street 41, City 5"", ""phone"": ""1386590301"", ""email"": ""email_372@example.com""}",IT,1000.0
117,Name_720,19.0,,2017-06-19,"{""address"": ""Street 80, City 33"", ""phone"": ""9666390234"", ""email"": ""email_506@example.com""}",IT,2335.0
118,Name_749,70.0,60000,2019-10-05,"{""address"": ""Street 3, City 38"", ""phone"": ""4476318825"", ""email"": ""email_560@example.com""}",IT,4999.0
119,Name_338,52.0,60000,2019-08-21,"{""address"": ""Street 10, City 50"", ""phone"": ""2084359986"", ""email"": ""email_578@example.com""}",HR,1755.0
120,Name_879,72.0,50000,2020-03-21,"{""address"": ""Street 9, City 28"", ""phone"": ""5160389012"", ""email"": ""email_873@example.com""}",HR,7620.0
121,Name_53,53.0,50000,2025-03-08,"{""address"": ""Street 73, City 11"", ""phone"": ""4273510366"", ""email"": ""email_854@example.com""}",IT,4616.0
122,Name_792,34.0,60000,,"{""address"": ""Street 19, City 27"", ""phone"": ""8853144694"", ""email"": ""email_618@example.com""}",IT,7603.0
123,Name_922,45.0,60000,2023-04-02,"{""address"": ""Street 42, City 45"", ""phone"": ""8059878807"", ""email"": ""email_347@example.com""}",IT,6699.0
124,Name_217,45.0,60000,2024-08-02,"{""address"": ""Street 89, City 50"", ""phone"": ""6147608926"", ""email"": ""email_223@example.com""}",Finance,7519.0
125,Name_764,39.0,60000,2020-03-24,"{""address"": ""Street 51, City 43"", ""phone"": ""3990818133"", ""email"": ""email_920@example.com""}",IT,9896.0
126,Name_188,55.0,70000,,"{""address"": ""Street 99, City 36"", ""phone"": ""5030539719"", ""email"": ""email_194@example.com""}",Finance,4517.0
127,Name_380,24.0,60000,2024-03-27,"{""address"": ""Street 58, City 2"", ""phone"": ""7699472933"", ""email"": ""email_655@example.com""}",IT,3472.0
128,Name_493,,,2025-06-01,"{""address"": ""Street 87, City 30"", ""phone"": ""6355068621"", ""email"": ""email_949@example.com""}",Marketing,6397.0
129,Name_41,49.0,50000,2023-06-21,"{""address"": ""Street 30, City 32"", ""phone"": ""5707641456"", ""email"": ""email_517@example.com""}",,8878.0
130,Name_157,28.0,,2020-07-06,"{""address"": ""Street 39, City 19"", ""phone"": ""9338091527"", ""email"": ""email_350@example.com""}",HR,
131,Name_15,41.0,50000,2021-08-15,"{""address"": ""Street 68, City 10"", ""phone"": ""5247792172"", ""email"": ""email_977@example.com""}",Marketing,1970.0
132,Name_813,20.0,50000,2022-08-23,"{""address"": ""Street 95, City 47"", ""phone"": ""4502247786"", ""email"": ""email_177@example.com""}",,2992.0
133,Name_65,47.0,50000,2021-12-31,"{""address"": ""Street 40, City 21"", ""phone"": ""5599368365"", ""email"": ""email_143@example.com""}",Finance,4654.0
134,Name_857,23.0,,2023-09-20,"{""address"": ""Street 22, City 32"", ""phone"": ""4962460120"", ""email"": ""email_37@example.com""}",HR,6081.0
135,Name_839,75.0,,,,Finance,5199.0
136,Name_521,19.0,60000,,"{""address"": ""Street 91, City 8"", ""phone"": ""6332461978"", ""email"": ""email_682@example.com""}",Finance,5226.0
137,Name_344,78.0,60000,2020-12-30,"{""address"": ""Street 60, City 47"", ""phone"": ""2990237020"", ""email"": ""email_833@example.com""}",HR,4205.0
138,Name_129,31.0,70000,2020-05-27,"{""address"": ""Street 72, City 33"", ""phone"": ""3891461804"", ""email"": ""email_493@example.com""}",,1114.0
139,Name_648,58.0,70000,2023-07-10,"{""address"": ""Street 6, City 24"", ""phone"": ""5648817315"", ""email"": ""email_739@example.com""}",HR,2804.0
140,Name_472,35.0,70000,,"{""address"": ""Street 5, City 30"", ""phone"": ""3465589095"", ""email"": ""email_802@example.com""}",IT,3929.0
141,Name_63,68.0,60000,2018-03-08,"{""address"": ""Street 25, City 44"", ""phone"": ""1230206274"", ""email"": ""email_877@example.com""}",Finance,8942.0
142,Name_139,61.0,,2023-10-28,"{""address"": ""Street 64, City 45"", ""phone"": ""2554515986"", ""email"": ""email_762@example.com""}",IT,4414.0
143,Name_499,48.0,70000,2024-09-16,"{""address"": ""Street 5, City 8"", ""phone"": ""1494161701"", ""email"": ""email_178@example.com""}",HR,9548.0
144,Name_593,30.0,60000,2025-09-21,"{""address"": ""Street 62, City 28"", ""phone"": ""4661406599"", ""email"": ""email_937@example.com""}",HR,9345.0
145,Name_392,43.0,50000,2018-05-09,"{""address"": ""Street 86, City 23"", ""phone"": ""4823084285"", ""email"": ""email_221@example.com""}",,9170.0
146,Name_675,61.0,,2021-08-14,"{""address"": ""Street 67, City 14"", ""phone"": ""1177719391"", ""email"": ""email_364@example.com""}",Finance,
147,Name_419,29.0,,2022-06-21,"{""address"": ""Street 82, City 33"", ""phone"": ""6721282447"", ""email"": ""email_646@example.com""}",Marketing,
148,Name_289,,60000,2025-07-28,"{""address"": ""Street 15, City 10"", ""phone"": ""6369066734"", ""email"": ""email_805@example.com""}",HR,7780.0
149,Name_379,26.0,60000,2021-09-11,"{""address"": ""Street 22, City 22"", ""phone"": ""1507690107"", ""email"": ""email_475@example.com""}",Marketing,9819.0
150,Name_773,66.0,50000,2024-06-16,"{""address"": ""Street 34, City 36"", ""phone"": ""3137468819"", ""email"": ""email_356@example.com""}",Finance,9015.0
151,Name_490,38.0,50000,2021-08-20,"{""address"": ""Street 97, City 46"", ""phone"": ""6492377866"", ""email"": ""email_384@example.com""}",IT,7377.0
152,Name_231,65.0,50000,2024-01-16,"{""address"": ""Street 99, City 46"", ""phone"": ""9304223290"", ""email"": ""email_625@example.com""}",Finance,1463.0
153,Name_41,66.0,,2021-01-05,"{""address"": ""Street 54, City 4"", ""phone"": ""2833795419"", ""email"": ""email_798@example.com""}",,8513.0
154,Name_28,70.0,,2025-03-16,"{""address"": ""Street 20, City 32"", ""phone"": ""6157730744"", ""email"": ""email_136@example.com""}",Marketing,8431.0
155,Name_135,73.0,70000,2025-09-18,"{""address"": ""Street 86, City 8"", ""phone"": ""6574711206"", ""email"": ""email_401@example.com""}",Marketing,3972.0
156,Name_201,57.0,,2017-03-20,"{""address"": ""Street 69, City 45"", ""phone"": ""4394697117"", ""email"": ""email_952@example.com""}",IT,6402.0
157,Name_840,60.0,,2016-07-18,"{""address"": ""Street 81, City 21"", ""phone"": ""5620656183"", ""email"": ""email_279@example.com""}",IT,3503.0
158,Name_780,41.0,,2024-05-24,,HR,1906.0
159,Name_930,51.0,50000,,"{""address"": ""Street 56, City 29"", ""phone"": ""3738287856"", ""email"": ""email_313@example.com""}",Finance,6662.0
160,Name_33,25.0,70000,2024-05-25,"{""address"": ""Street 65, City 39"", ""phone"": ""3251171593"", ""email"": ""email_626@example.com""}",,6875.0
161,Name_48,61.0,50000,2018-03-05,,HR,8753.0
162,Name_503,70.0,50000,2024-09-01,"{""address"": ""Street 59, City 47"", ""phone"": ""3152321163"", ""email"": ""email_254@example.com""}",Finance,5788.0
163,Name_407,50.0,50000,2025-07-21,"{""address"": ""Street 93, City 22"", ""phone"": ""4983413131"", ""email"": ""email_315@example.com""}",IT,6858.0
164,Name_574,40.0,70000,,"{""address"": ""Street 81, City 49"", ""phone"": ""1047899479"", ""email"": ""email_896@example.com""}",,2463.0
165,Name_728,,70000,2018-01-27,"{""address"": ""Street 95, City 15"", ""phone"": ""5478356581"", ""email"": ""email_208@example.com""}",IT,2880.0
166,Name_805,71.0,50000,2021-02-18,"{""address"": ""Street 4, City 3"", ""phone"": ""2895589934"", ""email"": ""email_856@example.com""}",IT,1585.0
167,Name_99,70.0,70000,2018-05-20,"{""address"": ""Street 55, City 8"", ""phone"": ""8756267705"", ""email"": ""email_668@example.com""}",Marketing,2759.0
168,Name_684,66.0,60000,2016-07-24,"{""address"": ""Street 37, City 1"", ""phone"": ""6784874822"", ""email"": ""email_354@example.com""}",Finance,1955.0
169,Name_872,31.0,70000,,"{""address"": ""Street 4, City 19"", ""phone"": ""5173957660"", ""email"": ""email_755@example.com""}",HR,1421.0
170,Name_726,31.0,50000,2016-11-15,"{""address"": ""Street 88, City 48"", ""phone"": ""4855740208"", ""email"": ""email_965@example.com""}",Marketing,3071.0
171,Name_987,33.0,50000,2025-03-30,"{""address"": ""Street 57, City 27"", ""phone"": ""4013987786"", ""email"": ""email_456@example.com""}",Finance,8310.0
172,Name_547,66.0,,2016-05-06,"{""address"": ""Street 18, City 1"", ""phone"": ""8541526511"", ""email"": ""email_303@example.com""}",Finance,
173,Name_961,55.0,,2023-04-20,"{""address"": ""Street 4, City 21"", ""phone"": ""9875852465"", ""email"": ""email_528@example.com""}",Finance,3367.0
174,Name_739,75.0,50000,2024-05-22,,,9617.0
175,Name_613,77.0,60000,2019-09-05,"{""address"": ""Street 45, City 25"", ""phone"": ""6487318593"", ""email"": ""email_947@example.com""}",Marketing,4254.0
176,Name_943,56.0,,2018-10-18,"{""address"": ""Street 82, City 28"", ""phone"": ""7953126448"", ""email"": ""email_246@example.com""}",HR,9360.0
177,Name_462,43.0,50000,2025-03-24,"{""address"": ""Street 77, City 41"", ""phone"": ""2050015282"", ""email"": ""email_571@example.com""}",Marketing,1855.0
178,Name_643,43.0,,2016-09-22,,IT,7885.0
179,Name_769,18.0,,2018-04-26,"{""address"": ""Street 25, City 41"", ""phone"": ""8660393562"", ""email"": ""email_27@example.com""}",Finance,1263.0
180,Name_5,49.0,50000,2017-05-14,"{""address"": ""Street 60, City 5"", ""phone"": ""9807364667"", ""email"": ""email_303@example.com""}",IT,5652.0
181,Name_218,74.0,70000,2021-01-11,"{""address"": ""Street 94, City 45"", ""phone"": ""9776163881"", ""email"": ""email_161@example.com""}",Marketing,9737.0
182,Name_503,32.0,,2017-11-12,"{""address"": ""Street 3, City 5"", ""phone"": ""8159498194"", ""email"": ""email_770@example.com""}",HR,
183,Name_767,69.0,70000,2019-10-22,"{""address"": ""Street 16, City 36"", ""phone"": ""1383291795"", ""email"": ""email_59@example.com""}",IT,5486.0
184,Name_398,38.0,50000,2023-12-15,"{""address"": ""Street 17, City 13"", ""phone"": ""6727005318"", ""email"": ""email_829@example.com""}",IT,6848.0
185,Name_871,35.0,50000,2020-06-06,"{""address"": ""Street 49, City 11"", ""phone"": ""9464724798"", ""email"": ""email_882@example.com""}",,1975.0
186,Name_795,47.0,60000,2017-01-29,"{""address"": ""Street 4, City 44"", ""phone"": ""7130086558"", ""email"": ""email_846@example.com""}",Marketing,8620.0
187,Name_393,77.0,,2018-11-21,"{""address"": ""Street 47, City 48"", ""phone"": ""4991556026"", ""email"": ""email_970@example.com""}",IT,
188,Name_207,75.0,,2020-03-06,"{""address"": ""Street 49, City 27"", ""phone"": ""8872997287"", ""email"": ""email_471@example.com""}",Marketing,1306.0
189,Name_15,30.0,60000,2024-03-25,,HR,5073.0
190,Name_858,41.0,70000,2024-06-30,"{""address"": ""Street 85, City 27"", ""phone"": ""5293248991"", ""email"": ""email_634@example.com""}",IT,2808.0
191,Name_554,47.0,60000,2016-06-10,"{""address"": ""Street 54, City 14"", ""phone"": ""2403816129"", ""email"": ""email_241@example.com""}",HR,8162.0
